income,age,experience,married,house_ownership,car_ownership,profession,current_job_years,current_house_years,risk_flag
3516704,54,17,single,rented,no,Air_traffic_controller,13,10,0
1609239,47,3,single,rented,no,Flight_attendant,3,14,0
5714975,41,10,single,rented,yes,Petroleum_Engineer,10,14,0
2207248,49,19,single,rented,yes,Design_Engineer,3,12,0
3426767,67,1,single,rented,no,Microbiologist,1,12,0
3330944,52,7,single,norent_noown,no,Biomedical_Engineer,7,10,0
976533,48,2,single,rented,no,Statistician,2,10,1
714898,54,9,single,rented,yes,Fashion_Designer,9,12,0
3177996,28,1,single,rented,no,Comedian,1,12,0
9215889,37,15,single,rented,no,Flight_attendant,9,13,0
5736165,57,1,single,rented,no,Engineer,1,10,0
1578598,50,11,single,rented,no,Software_Developer,11,11,1
1604428,66,20,single,rented,no,Physician,12,14,1
6834599,69,12,married,rented,no,Computer_operator,12,10,0
414060,64,16,single,norent_noown,no,Financial_Analyst,14,11,1
2889903,27,0,single,rented,no,Flight_attendant,0,12,0
3958023,39,19,single,rented,no,Chef,5,11,0
1598789,60,14,single,rented,no,Chartered_Accountant,5,13,0
2407726,75,16,single,rented,yes,Technical_writer,5,12,0
3643303,79,0,single,rented,no,Economist,0,12,0
220528,72,18,married,rented,no,Technology_specialist,4,12,0
8079960,53,2,single,rented,no,Army_officer,2,10,1
9126131,29,18,single,rented,no,Hotel_Manager,9,12,0
7840891,54,9,married,rented,yes,Civil_engineer,6,14,0
163900,61,7,single,rented,no,Economist,5,14,0
5269140,26,9,single,rented,no,Graphic_Designer,3,13,0
5915580,68,20,single,rented,no,Hotel_Manager,7,10,1
1700810,79,1,single,rented,no,Financial_Analyst,1,12,0
7533473,70,12,single,norent_noown,yes,Software_Developer,4,14,0
3508614,32,11,single,rented,no,Economist,8,13,0
2740172,72,16,single,rented,no,Engineer,10,13,0
7503211,57,6,single,rented,no,Geologist,6,10,0
4912024,63,20,single,rented,yes,Consultant,4,14,0
8370021,40,5,single,rented,no,Technical_writer,5,14,0
1171901,57,10,single,norent_noown,yes,Financial_Analyst,9,12,0
5484464,58,2,single,rented,yes,Technical_writer,2,12,0
2902285,77,19,single,rented,no,Graphic_Designer,11,10,1
2799879,44,0,single,rented,no,Microbiologist,0,11,0
1322234,31,1,single,rented,yes,Official,1,14,0
121035,71,12,single,rented,no,Police_officer,11,13,0
4915233,76,5,single,rented,no,Designer,3,11,0
5397462,39,12,single,rented,yes,Fashion_Designer,12,13,0
4939664,61,14,married,rented,yes,Financial_Analyst,4,12,0
7563306,55,15,single,rented,no,Technician,12,12,1
9368529,59,7,single,rented,no,Designer,7,10,1
16045,56,5,single,norent_noown,no,Technician,5,10,0
1026972,64,1,single,rented,no,Surveyor,1,13,0
5897750,76,14,single,rented,no,Chef,5,11,0
5623318,31,13,single,rented,yes,Fashion_Designer,13,11,0
8900631,47,6,single,rented,no,Fashion_Designer,6,12,0
1139981,60,12,single,rented,no,Civil_engineer,12,12,1
1902583,21,2,single,rented,no,Lawyer,2,11,0
6814983,51,18,single,rented,no,Software_Developer,14,11,0
340075,45,0,single,rented,no,Industrial_Engineer,0,13,1
8837967,35,14,single,rented,yes,Economist,10,14,0
4796189,51,16,single,rented,no,Fashion_Designer,12,12,0
9148621,43,9,single,rented,no,Police_officer,3,12,0
2324042,45,16,single,rented,no,Drafter,13,13,0
1066119,69,16,single,rented,yes,Technician,12,11,1
6298839,34,19,married,rented,yes,Petroleum_Engineer,5,13,0
6509681,30,10,single,rented,yes,Industrial_Engineer,10,10,0
3859838,62,13,single,rented,yes,Graphic_Designer,7,13,0
2940425,77,16,single,rented,yes,Drafter,7,10,1
2122622,59,8,single,rented,no,Chemical_engineer,8,14,0
6963246,35,16,single,rented,no,Industrial_Engineer,14,12,1
7932482,34,11,single,rented,no,Air_traffic_controller,11,14,0
5965932,74,3,single,rented,no,Army_officer,3,13,1
1000979,41,19,single,rented,yes,Physician,5,13,0
4792641,40,15,single,rented,yes,Software_Developer,13,10,0
6120219,25,8,single,rented,no,Software_Developer,3,13,1
2926477,78,19,single,rented,no,Physician,3,10,1
6800688,78,5,single,rented,no,Graphic_Designer,5,14,1
1551179,24,19,single,rented,no,Drafter,9,14,0
9756211,45,8,single,rented,yes,Politician,8,10,1
9976498,69,12,single,rented,no,Drafter,12,10,0
9407809,66,3,single,rented,no,Army_officer,3,13,1
6002096,32,14,single,rented,no,Secretary,3,13,1
9272937,75,18,single,rented,yes,Technology_specialist,7,13,0
4145727,27,11,single,rented,no,Fashion_Designer,6,12,1
7993188,66,6,single,norent_noown,no,Civil_servant,6,10,0
4272756,29,6,single,rented,no,Surveyor,6,13,0
294610,49,16,single,rented,no,Computer_hardware_engineer,6,13,0
6201762,46,1,single,rented,no,Lawyer,1,10,1
6602095,62,15,single,rented,no,Surveyor,8,14,0
9222108,78,9,single,rented,no,Biomedical_Engineer,9,12,0
4510519,73,3,single,owned,yes,Magistrate,3,10,1
2608473,77,20,single,rented,no,Dentist,6,13,0
5321383,40,2,single,rented,no,Aviator,2,13,0
2318528,33,8,single,rented,no,Software_Developer,8,11,0
3372296,26,10,married,rented,no,Magistrate,10,12,0
1441334,77,20,single,rented,no,Engineer,12,12,0
5663627,29,0,married,rented,yes,Chef,0,14,0
5707558,57,9,single,rented,no,Economist,9,10,0
5335142,79,4,single,rented,yes,Consultant,4,13,0
6104309,30,3,single,rented,no,Librarian,3,12,0
2265601,72,16,single,rented,no,Comedian,5,12,0
5885687,39,20,single,rented,no,Computer_hardware_engineer,3,13,0
8056757,42,18,single,rented,no,Official,3,13,0
1306929,66,14,single,rented,no,Engineer,11,10,0
8600643,48,17,single,owned,no,Surveyor,6,13,0
7184863,49,19,single,rented,no,Flight_attendant,7,13,0
4449069,36,17,single,owned,yes,Magistrate,7,11,0
2737514,58,14,single,rented,no,Technician,13,10,0
4370986,31,9,single,rented,no,Engineer,4,12,0
8692016,22,10,single,rented,yes,Graphic_Designer,8,13,0
9908353,68,3,single,rented,yes,Librarian,3,13,0
4143099,21,3,single,rented,no,Technology_specialist,3,11,0
358155,26,3,single,rented,no,Chef,3,14,0
1097615,59,15,married,rented,no,Technician,5,14,0
7098940,60,5,single,rented,yes,Librarian,5,11,0
346205,68,14,single,rented,no,Police_officer,6,13,0
2889220,34,18,single,rented,yes,Financial_Analyst,13,14,0
1040029,46,5,single,rented,yes,Software_Developer,5,10,0
150879,77,0,single,norent_noown,yes,Lawyer,0,12,0
9658695,74,19,single,rented,no,Fashion_Designer,8,11,0
893955,28,8,married,rented,no,Geologist,3,14,0
8755938,42,20,single,rented,yes,Biomedical_Engineer,14,13,1
6471065,68,10,single,owned,yes,Hotel_Manager,5,14,0
3251968,76,17,single,rented,no,Geologist,9,11,0
4683990,33,9,single,rented,yes,Physician,9,11,0
1477651,50,15,single,rented,no,Surveyor,8,13,0
5890358,43,4,single,rented,no,Magistrate,4,13,0
6106749,43,9,single,rented,no,Physician,9,13,0
6832550,53,20,single,rented,yes,Psychologist,13,11,0
333430,34,6,single,rented,yes,Army_officer,6,11,0
3729339,73,3,single,rented,no,Biomedical_Engineer,3,14,0
6549582,31,7,single,rented,yes,Architect,7,11,1
4916345,73,8,single,rented,yes,Air_traffic_controller,8,12,1
8097242,43,1,single,owned,yes,Fashion_Designer,1,10,0
2359192,57,1,single,rented,no,Chartered_Accountant,1,14,0
7462582,72,12,single,rented,no,Chemical_engineer,12,10,0
117262,65,15,single,rented,no,Biomedical_Engineer,12,12,0
2582515,27,14,single,rented,yes,Design_Engineer,14,13,0
6129612,42,13,single,owned,no,Microbiologist,6,12,0
3662229,39,0,single,rented,no,Civil_engineer,0,14,0
4140213,45,6,single,rented,no,Flight_attendant,6,14,0
8669868,63,10,single,rented,no,Surgeon,6,11,0
222070,21,19,single,rented,no,Biomedical_Engineer,14,13,0
9768431,72,4,single,owned,yes,Engineer,4,14,0
6251533,50,16,single,rented,yes,Design_Engineer,4,11,0
1016509,42,12,single,rented,no,Politician,10,13,0
4954873,46,19,single,rented,no,Flight_attendant,5,13,0
2267190,52,15,single,rented,no,Computer_operator,9,11,0
5082664,41,12,single,rented,yes,Police_officer,5,12,1
9241745,23,10,single,rented,no,Web_designer,10,11,0
2822951,45,8,single,rented,yes,Fashion_Designer,8,14,0
853211,40,5,single,rented,no,Civil_servant,5,10,0
9559493,77,3,single,rented,no,Army_officer,3,13,0
2376301,49,17,single,owned,no,Geologist,4,13,0
3711307,22,20,single,rented,yes,Economist,10,12,1
1215004,25,5,single,rented,no,Firefighter,5,10,0
1975710,42,3,single,rented,yes,Politician,3,11,0
5203541,30,17,single,rented,no,Physician,8,13,0
9605668,25,17,single,rented,yes,Dentist,8,14,0
6986458,35,11,single,rented,no,Librarian,8,14,0
8823581,27,15,single,rented,no,Police_officer,10,12,0
7145203,44,6,single,owned,yes,Industrial_Engineer,3,14,0
1202104,69,4,single,rented,yes,Engineer,4,12,0
3159546,75,5,married,rented,no,Librarian,3,13,0
4206929,73,8,single,rented,no,Technical_writer,8,11,1
6019535,75,9,single,rented,yes,Surveyor,3,13,0
7172998,36,16,single,rented,no,Dentist,9,13,0
6175598,49,18,single,rented,yes,Geologist,6,13,0
3623971,21,7,single,rented,no,Magistrate,7,13,0
2024213,38,19,single,rented,no,Comedian,8,14,1
3283513,25,17,married,owned,no,Architect,4,13,0
1413733,25,2,single,rented,yes,Architect,2,14,0
7564205,36,10,single,rented,no,Consultant,10,13,0
9500602,70,16,single,rented,no,Firefighter,14,13,0
4360408,47,19,single,rented,no,Industrial_Engineer,6,13,0
1108189,41,6,single,rented,no,Artist,6,10,0
5809456,72,16,single,rented,yes,Comedian,4,10,0
9533689,61,6,married,rented,no,Fashion_Designer,4,13,0
2721517,62,6,single,rented,no,Statistician,6,10,0
4702825,59,8,single,rented,no,Dentist,5,13,0
1112644,23,16,single,rented,yes,Official,6,10,1
7648698,68,16,single,rented,yes,Psychologist,13,10,0
8881776,49,13,single,rented,no,Architect,13,12,0
9099029,64,9,married,rented,yes,Chartered_Accountant,7,10,0
7341279,50,0,single,rented,no,Industrial_Engineer,0,11,0
1169151,61,17,single,rented,no,Drafter,7,13,0
6389669,33,13,married,rented,no,Chartered_Accountant,11,11,0
8141031,23,17,single,rented,no,Secretary,3,11,0
7302729,70,14,single,rented,no,Aviator,11,11,0
5421595,45,4,single,rented,no,Air_traffic_controller,4,12,1
9104150,70,14,single,rented,no,Technology_specialist,11,10,0
1303925,57,11,single,rented,no,Secretary,11,14,0
4588175,49,20,single,rented,no,Secretary,6,11,0
1099947,48,0,single,rented,no,Librarian,0,10,0
1990293,54,15,single,rented,no,Web_designer,4,10,0
3306281,33,16,single,rented,no,Engineer,8,12,1
8744579,34,3,married,rented,yes,Web_designer,3,12,0
9121364,70,18,single,rented,no,Artist,3,11,0
1585215,64,9,single,rented,no,Politician,9,10,0
1512050,70,7,single,rented,no,Librarian,7,14,0
2707807,35,12,single,rented,no,Civil_engineer,4,13,0
4279587,56,11,single,rented,yes,Chemical_engineer,11,10,0
445268,57,17,single,rented,no,Technician,9,13,0
7767858,29,0,married,rented,no,Physician,0,10,0
3548901,67,11,single,rented,yes,Web_designer,9,11,0
165198,77,8,single,rented,yes,Technical_writer,6,11,0
2598882,23,0,single,rented,no,Scientist,0,14,0
4477660,30,0,married,rented,yes,Lawyer,0,14,0
4608251,59,0,single,rented,no,Flight_attendant,0,10,0
5101498,55,0,married,rented,no,Artist,0,14,0
3423478,76,9,single,rented,no,Computer_hardware_engineer,4,10,1
7536082,29,1,single,rented,yes,Fashion_Designer,1,11,0
166480,36,8,single,rented,yes,Police_officer,8,11,1
4758365,66,8,married,rented,no,Software_Developer,8,11,0
3608658,70,18,single,rented,no,Computer_operator,4,11,0
4112102,46,15,single,rented,no,Chef,5,13,1
5831264,32,1,single,rented,no,Consultant,1,11,0
7040268,47,19,single,rented,yes,Software_Developer,11,13,0
488193,71,18,single,rented,no,Economist,8,10,0
7338543,34,9,single,rented,no,Microbiologist,3,12,0
2888327,52,19,single,rented,yes,Drafter,8,12,0
5386630,75,12,single,rented,no,Microbiologist,10,11,0
3753805,68,0,single,rented,no,Physician,0,13,0
5812529,46,2,single,rented,yes,Software_Developer,2,11,1
9422148,43,16,single,rented,yes,Computer_hardware_engineer,12,12,1
7673823,63,15,married,rented,no,Army_officer,11,14,0
1832053,63,14,married,rented,yes,Secretary,7,14,0
6239581,38,8,single,rented,yes,Air_traffic_controller,8,13,1
9855166,72,5,married,rented,yes,Drafter,5,13,0
9044259,30,16,single,rented,no,Flight_attendant,3,11,1
9241049,41,8,single,rented,yes,Economist,6,13,0
9506949,49,14,single,rented,yes,Civil_servant,13,11,0
4593497,33,15,married,rented,no,Biomedical_Engineer,8,14,0
5186187,76,2,single,rented,no,Dentist,2,12,1
3069692,47,19,single,norent_noown,no,Software_Developer,5,11,0
1405890,34,2,single,owned,no,Graphic_Designer,2,12,0
2774757,36,11,single,rented,no,Civil_servant,10,11,0
3470076,44,15,single,rented,no,Magistrate,11,12,1
52469,60,10,single,rented,no,Statistician,5,10,0
9450206,53,1,single,rented,no,Consultant,1,11,0
960205,66,16,single,rented,no,Comedian,7,11,1
1117930,79,15,single,rented,no,Drafter,9,12,1
5604044,44,0,single,rented,no,Psychologist,0,13,0
96503,40,13,single,rented,no,Flight_attendant,3,14,1
3019204,29,14,single,rented,no,Surgeon,4,10,0
9043837,22,6,single,rented,yes,Technology_specialist,6,12,0
1868963,73,16,single,rented,yes,Computer_hardware_engineer,7,12,0
5270510,50,17,single,rented,no,Software_Developer,4,11,0
7529689,76,9,single,rented,no,Army_officer,4,10,1
9420845,27,3,married,rented,no,Chef,3,13,0
5152202,78,10,single,rented,no,Design_Engineer,10,12,0
4388557,43,8,single,rented,no,Geologist,7,13,0
229554,74,15,single,rented,no,Web_designer,14,11,0
191830,45,9,single,rented,no,Economist,9,12,0
7303811,47,2,single,rented,yes,Geologist,2,11,0
7002478,38,20,married,rented,no,Secretary,5,13,0
7910818,25,14,single,owned,no,Graphic_Designer,10,10,0
2201763,70,15,single,rented,no,Dentist,12,14,0
8973665,74,19,single,rented,no,Psychologist,13,10,0
2968373,29,20,single,rented,no,Chartered_Accountant,11,12,0
931078,57,19,single,rented,no,Chartered_Accountant,13,14,0
7310808,41,15,married,rented,no,Firefighter,3,14,0
1442794,35,20,married,rented,no,Microbiologist,10,10,0
3528671,72,2,single,rented,no,Politician,2,10,0
6875625,77,7,married,rented,no,Surveyor,7,11,0
5532605,23,19,single,owned,no,Statistician,6,14,0
5965136,36,15,single,rented,no,Software_Developer,10,12,1
6410485,75,7,single,rented,yes,Artist,7,10,0
479199,57,18,single,rented,no,Drafter,13,13,0
5557295,29,2,single,rented,no,Politician,2,13,0
5623739,75,19,single,rented,no,Computer_operator,9,12,0
7109627,74,20,single,norent_noown,yes,Politician,14,14,0
275750,22,9,single,rented,no,Army_officer,9,11,0
6338889,35,6,single,rented,no,Librarian,6,14,0
7556569,72,6,single,rented,no,Artist,6,11,0
2797997,30,10,single,rented,no,Mechanical_engineer,8,13,0
3086136,60,9,single,rented,no,Dentist,6,13,0
6550926,35,1,single,rented,no,Physician,1,11,1
5354560,58,13,single,rented,yes,Hotel_Manager,5,13,1
6590010,41,13,single,rented,no,Analyst,6,13,0
5643939,76,11,single,rented,yes,Secretary,3,11,0
2979441,44,7,married,rented,yes,Aviator,7,12,0
3890846,58,16,married,rented,yes,Police_officer,4,11,0
7677453,49,12,single,rented,yes,Financial_Analyst,3,11,0
5608121,52,7,single,rented,no,Physician,7,14,1
7087601,68,4,single,rented,no,Flight_attendant,4,12,0
6894156,53,4,single,rented,no,Web_designer,4,10,0
9558695,35,11,single,rented,no,Air_traffic_controller,6,12,0
1630476,65,3,single,rented,no,Chef,3,10,0
1246172,63,9,single,rented,yes,Designer,5,13,0
8030487,62,3,single,rented,no,Computer_operator,3,13,0
9493120,63,19,single,rented,no,Hotel_Manager,12,11,0
9443163,45,20,single,rented,no,Comedian,5,12,0
4642438,55,13,single,rented,no,Drafter,13,14,1
7359458,29,3,single,rented,no,Consultant,3,14,0
8136993,21,16,single,owned,no,Artist,3,11,0
3487781,65,7,single,rented,no,Politician,7,10,0
6851175,23,14,single,rented,yes,Firefighter,8,14,0
7394642,53,11,single,rented,yes,Police_officer,11,14,0
1896591,25,19,single,rented,no,Firefighter,5,13,0
8419826,31,0,single,rented,no,Geologist,0,14,1
1368608,65,13,single,rented,no,Civil_servant,5,14,0
3734522,47,1,single,rented,no,Surveyor,1,10,1
7235849,46,4,married,rented,no,Lawyer,4,11,0
6747015,59,20,single,rented,no,Air_traffic_controller,7,14,0
1209322,41,10,single,rented,yes,Politician,10,13,0
2018913,68,7,single,rented,yes,Web_designer,7,13,1
415914,52,6,single,rented,no,Industrial_Engineer,6,14,0
8976828,58,10,single,rented,yes,Hotel_Manager,10,14,1
214045,54,14,single,rented,no,Air_traffic_controller,3,10,0
2716709,36,9,single,rented,no,Aviator,9,14,0
5994422,62,17,single,rented,no,Architect,6,13,0
3437621,78,14,single,rented,no,Economist,3,10,0
8793461,53,18,single,rented,no,Politician,8,10,0
6951975,54,3,single,rented,yes,Analyst,3,11,0
3829485,32,2,single,rented,no,Civil_engineer,2,12,0
5415637,47,12,single,rented,no,Chemical_engineer,12,14,0
5010356,74,8,single,rented,no,Biomedical_Engineer,8,14,0
5098928,71,17,single,rented,no,Lawyer,4,11,0
8030284,65,6,single,rented,no,Civil_engineer,6,12,1
1755216,38,15,single,rented,no,Hotel_Manager,11,13,0
2010564,71,16,single,rented,yes,Microbiologist,3,12,0
931235,71,0,single,rented,no,Flight_attendant,0,13,0
221597,30,12,single,rented,no,Librarian,12,10,0
8035749,64,16,single,rented,no,Lawyer,10,11,0
3469231,42,12,single,rented,no,Surgeon,12,14,0
989292,45,4,single,rented,no,Design_Engineer,4,10,0
7532243,47,2,single,rented,yes,Chef,2,12,0
9809512,61,5,single,owned,yes,Industrial_Engineer,5,11,0
5002101,37,6,single,rented,yes,Biomedical_Engineer,6,14,0
3239090,68,17,single,owned,no,Comedian,13,11,0
1014244,36,9,single,rented,no,Designer,9,10,0
9412724,57,0,single,rented,no,Consultant,0,14,0
8304718,78,0,single,rented,no,Civil_servant,0,13,0
5238806,65,3,single,rented,no,Police_officer,3,12,1
6440066,74,15,single,rented,no,Technician,8,11,0
224204,51,9,single,norent_noown,no,Computer_hardware_engineer,8,10,0
7074289,37,1,married,rented,no,Geologist,1,12,0
143036,29,4,single,rented,no,Secretary,4,14,0
8631895,27,12,married,rented,no,Secretary,7,14,0
5272729,28,17,single,rented,no,Computer_operator,12,10,0
1288371,51,2,single,rented,no,Air_traffic_controller,2,10,0
2329433,42,1,single,rented,no,Surveyor,1,11,0
8796074,21,0,single,rented,no,Hotel_Manager,0,14,0
6550448,77,7,single,rented,yes,Fashion_Designer,7,13,0
4701745,32,18,single,rented,yes,Technology_specialist,11,14,0
1411158,42,11,single,owned,yes,Civil_engineer,6,13,0
9176670,69,12,single,rented,no,Aviator,6,12,0
971966,79,10,single,rented,yes,Industrial_Engineer,5,12,0
6794531,68,20,single,rented,no,Hotel_Manager,14,10,1
2174359,60,18,single,owned,yes,Financial_Analyst,11,10,0
9266153,67,14,single,rented,no,Computer_hardware_engineer,9,11,0
972554,54,13,single,rented,yes,Comedian,13,12,1
476900,33,20,single,rented,yes,Firefighter,7,10,0
6991135,31,16,single,norent_noown,yes,Fashion_Designer,11,11,0
1854968,27,19,single,rented,no,Financial_Analyst,3,14,0
6174825,47,19,single,rented,no,Engineer,6,14,0
7429005,69,2,married,rented,no,Computer_hardware_engineer,2,13,0
2176235,50,10,single,rented,no,Biomedical_Engineer,3,11,0
1746647,69,2,single,rented,yes,Secretary,2,13,0
40007,39,19,single,rented,no,Chef,12,13,0
8025541,53,9,married,rented,no,Chemical_engineer,7,14,0
215207,32,7,married,rented,no,Lawyer,7,13,0
2636544,39,0,single,rented,no,Computer_hardware_engineer,0,11,0
4505937,52,6,single,rented,no,Petroleum_Engineer,6,14,0
1161425,45,14,single,rented,no,Biomedical_Engineer,13,13,0
2513457,32,18,single,rented,yes,Petroleum_Engineer,9,10,0
1239373,64,4,single,rented,no,Lawyer,3,12,0
1207390,43,4,single,rented,no,Computer_operator,3,14,0
2037154,41,9,single,rented,yes,Aviator,6,14,0
1728444,66,10,single,rented,yes,Magistrate,10,13,0
267623,32,16,single,rented,no,Lawyer,5,13,0
3026261,49,7,single,rented,no,Technology_specialist,7,14,0
9082033,57,9,single,rented,no,Secretary,5,14,0
6911597,48,12,single,rented,no,Microbiologist,4,13,0
6852832,44,10,single,rented,no,Financial_Analyst,10,14,0
4306831,49,17,single,rented,no,Biomedical_Engineer,6,12,0
7625659,51,6,single,rented,no,Dentist,6,12,0
9211842,61,16,single,rented,no,Computer_hardware_engineer,11,11,1
6268431,43,6,single,owned,yes,Technician,3,10,0
6165156,28,7,married,owned,no,Chef,7,13,0
7962568,28,14,single,rented,yes,Engineer,5,13,0
8057748,46,6,single,rented,yes,Geologist,4,11,1
2442625,67,9,married,rented,yes,Firefighter,7,12,0
5899739,75,11,single,rented,yes,Civil_servant,3,12,0
1006338,67,1,single,rented,yes,Engineer,1,14,0
2579337,41,6,married,rented,no,Chef,6,12,0
6145246,32,3,single,rented,yes,Fashion_Designer,3,14,0
4556669,50,2,single,rented,yes,Hotel_Manager,2,13,0
6443249,69,18,single,rented,no,Firefighter,6,10,0
6372556,39,10,single,rented,yes,Graphic_Designer,3,13,0
4157390,34,17,married,rented,no,Statistician,12,13,0
6389996,32,16,single,rented,no,Biomedical_Engineer,7,11,0
7477502,28,14,single,rented,no,Chartered_Accountant,11,10,0
127445,55,12,single,rented,no,Scientist,12,11,0
6712260,72,10,single,rented,no,Surgeon,3,11,0
4719877,74,15,single,rented,no,Civil_servant,11,10,0
1944232,23,20,single,rented,no,Fashion_Designer,14,13,0
1223133,68,6,single,norent_noown,no,Chartered_Accountant,6,10,0
5357215,52,8,single,rented,yes,Librarian,8,11,0
6381365,67,11,single,rented,no,Surveyor,4,12,0
4273331,67,17,single,rented,yes,Surgeon,6,10,0
8371842,66,15,single,owned,no,Comedian,4,11,1
1851974,67,8,single,rented,no,Hotel_Manager,4,12,0
3657620,54,3,single,rented,no,Flight_attendant,3,13,0
3654298,78,18,single,rented,yes,Industrial_Engineer,5,10,0
848556,70,6,single,rented,yes,Hotel_Manager,6,10,0
2615615,44,13,married,rented,no,Web_designer,4,12,0
9897868,43,17,single,rented,yes,Surgeon,8,14,0
8105018,74,12,single,rented,yes,Civil_servant,11,10,0
892655,53,4,single,rented,no,Web_designer,4,10,0
3019138,69,5,single,rented,no,Graphic_Designer,5,10,0
749226,67,4,single,rented,yes,Hotel_Manager,4,10,0
2293119,46,11,single,rented,yes,Civil_servant,11,14,0
4408094,30,8,single,rented,yes,Petroleum_Engineer,4,10,0
4784462,60,19,married,rented,yes,Economist,9,14,0
4655230,50,4,single,rented,yes,Biomedical_Engineer,4,10,0
2363748,36,13,married,rented,no,Surgeon,7,10,0
753735,45,1,single,rented,no,Lawyer,1,11,0
1618942,31,17,single,rented,no,Magistrate,7,12,0
6621319,27,2,single,rented,yes,Politician,2,14,0
9339198,67,14,married,rented,yes,Hotel_Manager,11,14,0
736448,31,13,single,rented,no,Industrial_Engineer,7,13,0
156398,69,10,single,rented,yes,Technology_specialist,7,14,0
2157311,78,14,single,rented,no,Chef,6,12,1
5364976,73,13,single,rented,no,Artist,3,10,0
3191887,76,3,single,owned,yes,Psychologist,3,14,0
4816663,40,18,single,rented,no,Architect,3,14,0
9777621,61,11,single,rented,no,Physician,11,11,0
8623683,29,13,married,rented,no,Artist,5,14,0
9362365,23,19,single,rented,yes,Firefighter,11,13,0
2218507,68,17,single,rented,yes,Drafter,7,10,0
5055002,48,1,single,rented,no,Artist,1,11,0
4072094,39,9,single,rented,no,Graphic_Designer,9,14,0
6197216,69,2,single,rented,no,Analyst,2,13,0
5768112,52,3,single,owned,no,Physician,3,11,0
2175522,64,1,single,rented,no,Librarian,1,13,0
5093443,56,2,single,rented,no,Architect,2,14,0
4375734,30,9,single,rented,yes,Air_traffic_controller,5,13,0
1259577,66,15,single,rented,no,Economist,3,10,0
5069739,40,1,single,rented,no,Design_Engineer,1,11,0
7198404,29,19,single,owned,yes,Graphic_Designer,6,14,1
3361391,48,0,single,rented,no,Politician,0,14,0
422892,59,7,single,rented,yes,Biomedical_Engineer,7,10,1
4356797,57,4,single,owned,no,Architect,4,12,0
7098273,67,10,single,rented,no,Chartered_Accountant,3,12,1
1356494,68,5,single,rented,no,Politician,5,12,0
4707147,27,10,single,rented,no,Secretary,4,10,0
5221691,42,17,single,rented,no,Police_officer,4,14,0
5507871,72,5,married,rented,yes,Designer,5,10,0
9455042,33,20,single,rented,no,Politician,10,12,1
6922312,40,19,single,rented,yes,Financial_Analyst,14,13,0
2310149,35,9,single,rented,no,Air_traffic_controller,9,11,0
8087598,44,18,single,rented,no,Chef,14,11,0
2491348,47,11,single,rented,no,Artist,11,10,0
6258257,41,8,single,rented,yes,Lawyer,7,14,0
4949796,51,16,single,rented,no,Secretary,8,12,0
726110,68,18,single,norent_noown,yes,Software_Developer,10,13,0
2741381,35,17,single,rented,no,Computer_operator,3,14,0
7831154,64,7,single,rented,no,Statistician,7,14,0
9543987,50,13,single,rented,no,Design_Engineer,11,14,0
9938741,79,4,single,rented,yes,Civil_servant,4,12,0
5128999,53,12,single,rented,no,Designer,12,10,0
1900932,69,11,single,rented,no,Mechanical_engineer,5,10,0
4703725,37,6,single,rented,no,Biomedical_Engineer,6,10,0
8745080,55,18,single,rented,yes,Librarian,4,13,1
2408696,26,11,single,rented,no,Graphic_Designer,11,11,0
9545124,29,2,single,rented,yes,Mechanical_engineer,2,11,0
4486618,31,6,single,norent_noown,yes,Police_officer,6,10,0
2740278,65,4,single,rented,no,Civil_engineer,4,10,0
3546473,39,5,single,rented,yes,Petroleum_Engineer,3,10,0
8006236,49,6,single,rented,no,Secretary,6,10,0
6775535,60,20,single,rented,no,Psychologist,7,14,0
7808637,65,13,married,rented,no,Consultant,7,10,0
8306987,66,0,single,rented,no,Statistician,0,12,0
4136252,79,12,married,rented,yes,Fashion_Designer,12,14,0
3777592,76,12,married,rented,yes,Economist,4,10,0
2557871,55,14,single,rented,yes,Biomedical_Engineer,3,12,0
1614323,28,18,single,rented,no,Secretary,6,14,0
991107,34,14,married,rented,yes,Designer,7,10,0
6686452,34,4,single,rented,no,Flight_attendant,4,12,0
9789626,21,20,single,rented,no,Economist,4,13,1
8049089,60,18,single,rented,no,Aviator,5,12,0
2875030,49,10,single,rented,no,Designer,10,10,0
6064204,62,14,married,rented,no,Lawyer,10,10,0
4054318,74,3,single,rented,no,Web_designer,3,11,0
5969456,27,12,single,rented,no,Analyst,10,14,0
2921004,47,4,single,rented,yes,Geologist,4,11,0
384314,57,7,single,rented,no,Police_officer,3,12,0
2453112,34,6,single,rented,no,Microbiologist,6,14,1
4879862,75,2,single,owned,no,Computer_operator,2,12,0
3068781,27,17,single,rented,yes,Comedian,3,14,0
3679290,25,9,single,rented,no,Psychologist,6,11,0
4508919,59,6,single,rented,yes,Artist,6,14,0
9676479,48,17,married,rented,no,Analyst,14,14,0
2854227,57,3,single,rented,no,Aviator,3,13,0
8448595,32,13,single,owned,no,Financial_Analyst,3,13,0
6563024,34,2,single,rented,no,Scientist,2,13,0
6104859,47,12,single,rented,yes,Surgeon,12,11,0
6907195,55,5,single,owned,no,Police_officer,3,10,0
9253093,54,2,single,rented,yes,Secretary,2,12,1
9464966,67,14,single,norent_noown,yes,Statistician,14,10,0
3346084,23,18,single,rented,no,Web_designer,6,13,0
5472585,63,17,married,rented,no,Computer_operator,6,11,0
